List(
(1011200,58.47707923527537,1.5),
(2011200,58.81358087963608,1.5),
(3011200,58.077601893352146,1.5),
(4011200,58.28604267838573,1.5),
(6111200,58.138743786867224,1.5),
(7011200,58.257522185742225,1.5),
(8011200,57.815130755488724,1.5),
(9011200,58.172803919183416,1.5),
(10011200,57.91573527117242,1.5)
)
List(
(4011400,62.39047371949433,1.6),
(5011400,61.87584025165845,1.6),
(7011400,62.74663283426481,1.6),
(8011400,62.1326287313723,1.6),
(8111400,62.13295174465155,1.6),
(9011400,62.91682504327562,1.6)
)
List(
(1011500,64.8615665177205,1.65),
(4111600,65.82302244147438,1.7),
(5011600,66.35233618836781,1.7),
(6111600,66.91750575296945,1.7),
(7011600,67.15808368479412,1.7),
(8011600,66.37765679983207,1.7),
(8111600,66.54959643264141,1.7),
(9111600,66.49279269084089,1.7)
)
List(
(1011800,72.21110830890044,1.8),
(2011800,72.5963461009806,1.8),
(3011800,71.75838876895638,1.8),
(4111800,70.36964579658112,1.8),
(5011800,71.07199481656268,1.8),
(6011800,71.6701896763813,1.8),
(8111800,71.0710117684247,1.8),
(9111800,71.1770823241656,1.8),
(10011800,71.57377002247945,1.8)
)
List(
(1012000,76.50844724155527,1.9),
(2012000,77.24421176504985,1.9),
(3012000,75.98912245204497,1.9),
(4012000,75.86799521134401,1.9),
(4112000,75.29550095028141,1.9),
(5012000,75.73677218052075,1.9),
(6012000,76.32230989650782,1.9),
(7012000,76.69596596335195,1.9),
(8012000,75.61709415659385,1.9),
(9012000,76.53778829451252,1.9),
(10012000,75.95610323994784,1.9)
)
List(
(4012200,80.79109239652982,2.0),
(6112200,80.8830816992773,2.0),
(7012200,81.59457308281291,2.0),
(8112200,80.23234790845109,2.0),
(9012200,81.19856095407343,2.0),
(4012400,85.2266252271595,2.1),
(5012400,85.18334440372749,2.1),
(8112400,84.67535163161988,2.1),
(9112400,85.41951947674455,2.1),
(6012500,88.06781986266095,2.15),
(3012600,90.15720328725719,2.2),
(10012600,89.87405612935615,2.2)
)
List(
(1001000,56.561065478784165,1.7),
(2001000,56.316894897396075,1.7),
(10001000,55.707893939163746,1.7),
(3001150,61.14615872995714,1.85),
(4001200,62.142850597893535,1.9),
(6001200,62.348619380879875,1.9),
(7001200,62.28623797463412,1.9),
(8001200,62.04889716508329,1.9),
(9001200,61.73020254299326,1.9)
)
List(
(5001300,62.96981309554236,1.95),
(5001400,65.4680036175617,2.0),
(7001400,66.39953033908043,2.0),
(8001400,66.34245303932873,2.0),
(9001400,66.3073723591629,2.0)
)
List(
(5001600,70.51943669575552,2.15),
(1001700,73.95257211026278,2.2),
(2001700,73.93011299844439,2.2),
(3001700,74.07322860409093,2.2),
(7001700,74.31174938674147,2.2),
(10001700,73.47889355608547,2.2)
)
List(
(4001800,76.23213713047983,2.25),
(6001800,76.72332677654175,2.25),
(7001800,76.29586710285922,2.25),
(8001800,75.91554224404241,2.25),
(9001800,75.84318917091416,2.25),
(8001900,78.60357879099524,2.3),
(9002000,80.78669207322022,2.35),
(5002100,82.5894599464088,2.4)
)
