1.405010311E9,1.0,2.008104812E9,9.8,97.4246231224359,0.8442338242305228
1.405010311E9,2.0,2.008100266E9,13.0,97.53622087233143,0.8358867395844691
1.405010311E9,3.0,2.010104277E9,6.7,97.47794686211283,0.8604743673854313
1.405010311E9,4.0,2.008104914E9,59.6,98.07570195857835,0.8288749016476173
1.405010311E9,5.0,2.009110095E9,2.6,97.26149448514445,0.8783102090990634
1.405010311E9,6.0,2.00810281E9,37.1,98.16010974336078,0.8228572494148959
1.405010311E9,7.0,2.007110072E9,214.1,98.03701254146208,0.828221432584555
1.405010311E9,8.0,2.010104366E9,4.3,97.92086047100139,0.8636261203383397
1.405010311E9,9.0,2.010102321E9,7.7,97.36782614613792,0.8204964122535737
1.405010311E9,10.0,2.008101058E9,44.3,97.79244047636688,0.8191373136774435
1.405010311E9,11.0,2.007102028E9,282.3,98.66647997984414,0.833698290948641
1.405010311E9,12.0,2.008103477E9,138.9,98.26941682269977,0.8288530708118951
1.405010311E9,13.0,2.010105345E9,14.9,98.66335714185723,0.8150028061438593
1.405010311E9,14.0,2.009102695E9,40.6,98.19570559274452,0.8814806622670271
1.405010311E9,15.0,2.006110078E9,147.0,98.07174058664401,0.8321506975691462
1.305040311E9,1.0,2.008101073E9,7.1,81.6946954773041,0.7203170781537426
1.305040311E9,2.0,2.009102554E9,9.7,81.9096648557156,0.7338607776216018
1.305040311E9,3.0,2.008102873E9,8.5,81.57333119856735,0.729843067356081
1.305040311E9,4.0,2.009105913E9,4.0,81.2545751372242,0.7382287687276112
1.305040311E9,5.0,2.008105768E9,12.9,81.72549403889177,0.7456271951934578
1.305040311E9,6.0,2.009105146E9,4.4,81.64583319612841,0.7269972346437158
1.305040311E9,7.0,2.008102694E9,7.5,82.30647033958465,0.7633130002569476
1.305040311E9,8.0,2.009100746E9,44.3,81.69453734748622,0.7224819624062794
1.305040311E9,9.0,2.010103002E9,68.6,82.47849271576176,0.7630274114860156
1.305040311E9,10.0,2.005110005E9,207.1,81.94074736921785,0.7166048266401054
1.305040311E9,11.0,2.009106051E9,48.4,81.58712737271219,0.7232620250014133
1.305040311E9,12.0,2.008103649E9,208.1,82.2677018170803,0.7288154447718962
1.305040311E9,13.0,2.010104035E9,17.6,82.03134822703329,0.7781852657810638
1.305040311E9,14.0,2.007102161E9,98.3,81.87073380319673,0.718973801565871
1.305040311E9,15.0,2.008100579E9,16.5,81.34210637403628,0.721851993820413
1.305040311E9,16.0,2.008103469E9,94.5,81.68069967212875,0.7308626530904252
1.305040311E9,17.0,2.007100642E9,274.4,82.08718982982361,0.722869866427959
1.305040311E9,18.0,2.006104605E9,344.8,82.03779242671818,0.7038775381216866
1.104020607E9,1.0,2.007104925E9,2.1,72.63835397268326,0.878216655574207
1.104020607E9,2.0,2.005100674E9,7.7,73.38143205690645,0.9086509181386864
1.104020607E9,3.0,2.007102672E9,9.4,72.55603123637223,0.8809364507321498
1.104020607E9,4.0,2.006105927E9,9.7,73.5525579185324,0.8749664514011521
1.104020607E9,5.0,2.007101266E9,5.5,73.62171433714555,0.9435913623447367
1.104020607E9,6.0,2.007106606E9,19.5,72.64083102226712,0.8897791255205045
1.104020607E9,7.0,2.006103899E9,14.5,73.33382273449894,0.8745791375639175
