2.006101618E9,1033.2602766576967,121.0
2.004105764E9,1046.4999373959354,42.0
2.004104975E9,1059.30880873098,45.0
2.004105688E9,1066.54885957314,33.0
2.00610521E9,1075.7437175309753,42.0
2.005100956E9,1082.0764648701338,39.0
2.001105018E9,1087.289467159351,45.0
2.00010384E9,1089.5632684371876,30.0
2.003102223E9,1101.7161893103828,27.0
2.004102779E9,1107.5924280673717,33.0
2.008109175E9,1108.9171104376903,24.0
2.009109248E9,1110.7608628472526,21.0
2.01010563E9,1111.184016343654,30.0
2.006109056E9,1111.7022415488034,24.0
2.005100378E9,1115.090488142497,33.0
2.004106143E9,1118.2667919202431,36.0
2.004110176E9,1128.5787025264083,30.0
2.011104213E9,1131.5265568448142,24.0
2.008100238E9,1132.996005125436,36.0
2.009105116E9,1134.9989190353813,21.0
2.006100163E9,1136.3641498339455,24.0
2.005101969E9,1137.009156444563,21.0
2.006100198E9,1137.348383131304,33.0
2.012105247E9,1137.3535352279982,21.0
2.012103871E9,1140.1617360045768,18.0
2.006101997E9,1141.9987061407749,39.0
2.008105388E9,1144.2931579204376,18.0
2.00410369E9,1145.2570795983381,27.0
2.011106147E9,1145.2916697483943,21.0
2.010103328E9,1145.9817397197683,18.0
2.010103606E9,1147.111181397521,24.0
2.005106433E9,1147.3016738544784,27.0
2.009106373E9,1148.536416317959,18.0
2.005106116E9,1149.0929380204782,36.0
2.007104107E9,1149.8026726380645,21.0
2.005102862E9,1151.3210542217187,27.0
2.00710135E9,1152.5389433401933,24.0
2.006104079E9,1152.7004045262508,18.0
2.007105208E9,1154.7629644321225,18.0
2.00310067E9,1155.246944427219,27.0
2.010101583E9,1155.6628777691944,21.0
2.004103867E9,1156.3311206269086,15.0
2.010109209E9,1156.35915927037,21.0
2.004104148E9,1156.48931377984,30.0
2.011101302E9,1156.6307391137937,30.0
2.003102434E9,1158.5633769856224,24.0
2.004110205E9,1159.5110166781058,45.0
2.007109061E9,1160.070957367693,21.0
2.012103918E9,1160.3416246791462,18.0
2.007101625E9,1161.8340985313102,18.0
2.00910121E9,1162.0554326643821,24.0
2.004100117E9,1163.1716492193177,21.0
2.007102659E9,1164.957179232921,15.0
2.009100852E9,1165.8704971819923,24.0
2.003106849E9,1166.6433999945125,18.0
2.007103847E9,1166.6594268408733,21.0
2.006109121E9,1166.7961389070335,18.0
2.012100375E9,1167.0846594646337,24.0
2.00710493E9,1167.2852854821695,18.0
2.005105217E9,1167.4527184585393,21.0
2.005100913E9,1167.4811544020918,27.0
2.012100987E9,1169.4921032098525,18.0
2.004110163E9,1170.7271408929987,30.0
2.002110003E9,1171.1579519054856,33.0
2.010100174E9,1172.7279096637837,24.0
2.008100095E9,1173.9451207422967,24.0
2.010101612E9,1175.91281548647,18.0
2.011104853E9,1176.608208183634,21.0
2.003101156E9,1176.7168845203075,39.0
2.008104491E9,1177.2866282242176,18.0
2.007102576E9,1177.9372587642715,12.0
2.00710574E9,1178.419657853464,18.0
2.010103426E9,1179.0446344945658,84.0
2.006104503E9,1179.68135120124,21.0
2.012101724E9,1179.8270882669713,18.0
2.002110141E9,1180.6883590505765,21.0
2.004100723E9,1181.4859434530838,15.0
2.010101812E9,1182.4818763944338,18.0
2.007100194E9,1185.4852837305805,18.0
2.008100663E9,1186.2924230199756,30.0
2.008100483E9,1187.1716682810368,21.0
2.011105791E9,1187.6054196741604,15.0
2.003103121E9,1187.7614183407704,27.0
2.008106193E9,1188.3274934976394,15.0
2.003106027E9,1189.6644508552438,18.0
2.010100206E9,1189.6925791997432,18.0
2.012106373E9,1189.762875796752,21.0
2.010104788E9,1190.6087406232637,15.0
2.008109208E9,1190.9262210787647,15.0
2.007109098E9,1191.6147346676066,21.0
2.008106046E9,1192.0875926900362,18.0
2.012105965E9,1192.0890668633215,18.0
2.012109202E9,1192.1014545557202,15.0
2.004101564E9,1192.2276532976123,21.0
2.005105703E9,1192.8213420349696,18.0
2.006105688E9,1192.8948738191452,24.0
2.010105211E9,1192.942974541275,15.0
2.00910161E9,1193.1366360883992,18.0
2.006101042E9,1193.997469409441,18.0
2.00310362E9,1194.183757588583,27.0
2.012105902E9,1194.6106974289376,12.0
2.006105983E9,1195.506404258128,18.0
2.01210559E9,1195.5615972610556,18.0
2.001103518E9,1195.6261000905693,15.0
2.00110304E9,1197.4363297484335,18.0
2.003100915E9,1198.5320030827575,18.0
2.011102211E9,1198.7275834792122,21.0
2.009101732E9,1199.0164641086017,9.0
2.005100104E9,1199.2902969184274,15.0
2.005100585E9,1199.7386270795537,15.0
2.010101187E9,1199.8901892893768,18.0
2.004100705E9,1200.0823422232406,30.0
2.00710121E9,1201.3777057708128,18.0
2.00510689E9,1201.4445193795643,15.0
2.006100876E9,1201.6730427409086,12.0
2.009100326E9,1201.9085702663128,15.0
2.009101065E9,1201.962805075897,18.0
2.012105798E9,1202.0658030459358,12.0
2.003110176E9,1202.365781185199,15.0
2.002105786E9,1202.5690661829017,15.0
2.005103185E9,1203.5125873936288,15.0
2.008106281E9,1203.9693953943,15.0
2.005105714E9,1204.8044470814714,18.0
2.009103898E9,1205.7328520837232,21.0
2.005101461E9,1206.7383293043604,12.0
2.00610158E9,1207.435790722434,12.0
2.007103111E9,1207.6743817623217,21.0
2.005105611E9,1207.7637383027268,15.0
2.009109209E9,1207.8061579959335,12.0
2.008101117E9,1208.3609114621368,18.0
2.012101899E9,1208.3639577620554,12.0
2.007105267E9,1208.6751714757377,12.0
2.001107391E9,1209.2475309788167,27.0
2.008100442E9,1209.454903942809,15.0
2.010105867E9,1209.8241918989925,15.0
2.006104589E9,1209.8625904924243,15.0
2.006105467E9,1209.9525109161386,24.0
2.008109163E9,1210.0880982895258,18.0
2.010109059E9,1210.3352864337317,12.0
2.007105822E9,1211.0037602264852,18.0
2.01010441E9,1211.0531521710182,24.0
2.002100735E9,1211.1158557182923,12.0
2.008106218E9,1211.8593815639565,18.0
2.0051012E9,1212.1784316182757,18.0
2.006103532E9,1212.2983418476383,15.0
2.004100006E9,1212.313337391458,21.0
2.007105961E9,1212.5096694568736,30.0
2.007101939E9,1212.6555339985334,12.0
2.011101173E9,1212.8345002282158,15.0
2.003107073E9,1212.8405360366255,18.0
2.009100346E9,1213.4443237752055,12.0
2.008109001E9,1213.5767636849707,12.0
2.009103643E9,1213.6677018081596,27.0
2.007104342E9,1214.0487269051464,12.0
2.003105699E9,1214.8282448177001,27.0
2.011102513E9,1215.0937556898364,15.0
2.00510373E9,1215.3128770259952,15.0
2.007104295E9,1215.9874725271325,15.0
2.006103623E9,1216.1445565917024,18.0
2.007103859E9,1216.6694967286596,12.0
2.012106437E9,1216.7822962775276,15.0
2.011100887E9,1217.120064377344,18.0
2.004110069E9,1217.2176746088026,21.0
2.006106638E9,1217.5966580895013,15.0
2.006101092E9,1217.7467382338432,12.0
2.012105006E9,1217.7751779901014,15.0
2.004103456E9,1217.8153073662925,15.0
2.005105462E9,1217.854544956669,24.0
2.004106401E9,1218.6460982140288,21.0
2.009102259E9,1218.7531451869572,18.0
2.00710365E9,1218.954269852868,15.0
2.009101937E9,1219.5528387797474,15.0
2.004110206E9,1221.1325259007815,24.0
2.008102306E9,1221.2145182650595,18.0
2.011105901E9,1221.2458158210643,12.0
